ID;CLASS;EVENTS
48322;0;3 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 59 61 64 68 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48323;1;1 6 9 12 15 18 19 22 26 30 33 36 38 41 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48324;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
48325;2;3 6 9 12 15 18 19 22 25 29 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48326;0;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 56 58 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48327;0;3 6 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
48328;1;1 6 9 12 15 18 20 22 26 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48329;0;1 5 8 10 13 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
48330;0;1 5 7 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48331;1;1 4 8 12 15 18 20 23 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48332;0;3 6 9 12 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 118 123 126
48333;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 74 76 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48334;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 61 65 67 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48335;1;1 4 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 59 61 64 69 72 75 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48336;2;1 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
48337;0;1 4 9 12 15 18 19 23 25 29 32 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48338;0;1 6 9 12 15 18 19 22 27 30 33 36 38 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48339;0;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 92 95 97 101 105 108 111 114 117 120 123 126
48340;1;3 6 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 92 96 99 102 105 108 109 113 115 120 123 126
48341;0;1 4 8 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48342;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 59 61 64 68 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48343;1;1 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 119 121 126
48344;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 85 90 92 95 99 102 105 108 111 114 117 120 123 126
48345;0;3 6 9 12 15 18 20 22 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 109 113 117 120 123 126
48346;2;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 62 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48347;0;2 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 55 60 63 66 69 72 73 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48348;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 55 59 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48349;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 113 117 120 123 126
48350;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
48351;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 95 97 100 104 108 111 114 117 120 123 126
48352;1;3 6 9 12 15 18 19 23 25 28 32 34 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48353;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 55 59 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48354;0;1 4 8 12 15 18 20 23 25 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48355;1;3 6 9 12 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
48356;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
48357;2;3 6 9 12 15 18 20 22 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 116 120 123 126
48358;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
48359;0;1 5 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 79 83 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48360;1;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 121 126
48361;0;3 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 58 61 65 68 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48362;0;1 5 8 10 15 18 21 24 27 30 33 36 39 42 45 48 51 54 56 58 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48363;0;3 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 59 61 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48364;1;1 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 59 62 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
48365;0;3 6 9 12 15 18 20 22 26 30 33 36 37 41 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48366;0;2 6 9 12 15 18 19 24 27 30 33 36 38 40 43 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48367;2;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 80 82 86 90 93 96 99 102 105 108 109 114 117 120 123 126
48368;1;3 6 9 12 15 18 19 23 25 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
48369;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 56 58 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48370;0;1 5 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48371;0;3 6 9 12 15 18 20 22 27 30 33 36 37 41 43 46 50 53 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48372;1;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 81 84 87 90 92 95 99 102 105 108 109 114 117 120 123 126
48373;0;3 6 9 12 15 18 19 23 25 28 32 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
48374;0;1 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48375;0;2 4 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48376;1;1 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48377;0;1 6 9 12 15 18 20 22 26 28 32 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48378;2;1 6 9 12 15 18 19 23 26 28 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48379;0;1 5 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 73 76 80 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48380;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 43 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
48381;0;2 4 8 10 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48382;0;3 6 9 12 15 18 20 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 118 123 126
48383;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 46 51 54 55 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
48384;1;1 6 9 12 15 18 21 24 27 30 33 36 37 41 44 46 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48385;0;1 5 7 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 112 116 120 123 126
48386;0;1 5 7 11 14 18 20 22 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48387;0;2 6 9 12 15 18 19 22 26 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48388;2;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 56 59 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48389;1;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 101 103 108 109 114 117 120 123 126
48390;0;2 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48391;0;2 4 7 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 111 114 117 120 123 126
48392;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 109 114 117 120 123 126
48393;0;2 4 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48394;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 98 100 105 108 111 114 117 120 123 126
48395;0;3 6 9 12 15 18 19 24 27 30 33 36 37 41 45 48 51 54 56 59 61 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48396;1;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 47 49 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48397;0;3 6 9 12 15 18 19 24 27 30 33 36 37 41 44 46 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48398;0;2 4 9 12 15 18 19 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48399;2;2 6 9 12 15 18 19 23 25 29 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
48400;0;1 6 9 12 15 18 20 22 25 29 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
48401;1;1 5 8 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 98 102 105 108 111 114 117 120 123 126
48402;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 46 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48403;0;1 4 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48404;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 59 61 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48405;1;3 6 9 12 15 18 19 23 26 28 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48406;0;2 6 9 12 15 18 20 23 26 28 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48407;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 46 51 54 56 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48408;1;2 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 109 112 117 120 123 126
48409;2;1 6 9 12 15 18 19 24 27 30 33 36 38 41 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48410;0;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 58 61 66 69 72 74 77 79 83 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48411;0;3 6 9 12 15 18 19 23 25 28 32 36 37 41 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48412;0;2 6 9 12 15 18 21 24 27 30 33 36 38 40 44 46 49 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48413;1;1 6 9 12 15 18 19 24 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48414;0;1 5 7 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48415;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 44 47 49 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48416;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 46 51 54 56 60 63 66 69 72 73 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48417;1;1 4 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 77 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
48418;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 62 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 115 120 123 126
48419;0;3 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 111 114 117 120 123 126
48420;2;2 4 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48421;1;1 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48422;0;1 6 9 12 15 18 21 24 27 30 33 36 38 40 43 47 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48423;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
48424;0;1 4 8 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 111 114 117 120 123 126
48425;1;1 5 7 10 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48426;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 113 116 118 123 126
48427;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 110 113 117 120 123 126
48428;0;2 5 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 76 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48429;1;2 4 7 10 14 18 19 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48430;2;3 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 56 58 62 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
48431;0;3 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 58 62 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
48432;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 83 87 90 91 94 99 102 105 108 111 114 117 120 123 126
48433;1;2 5 7 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48434;0;2 6 9 12 15 18 20 22 26 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
48435;0;2 6 9 12 15 18 19 23 25 28 33 36 38 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48436;0;3 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 92 95 97 102 105 108 111 114 117 120 123 126
48437;1;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 115 118 123 126
48438;0;2 6 9 12 15 18 19 23 25 29 33 36 39 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48439;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 44 46 51 54 55 58 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48440;0;2 5 7 12 15 18 19 23 25 29 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
48441;2;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 115 118 123 126
48442;1;1 5 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
48443;0;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
48444;0;2 5 7 11 14 18 21 24 27 30 33 36 37 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48445;1;1 4 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 62 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48446;0;2 5 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 118 123 126
48447;0;1 6 9 12 15 18 21 24 27 30 33 36 38 40 43 47 51 54 55 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48448;0;1 5 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 99 102 105 108 109 113 117 120 123 126
48449;1;1 6 9 12 15 18 19 24 27 30 33 36 38 40 44 47 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48450;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 44 46 50 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48451;2;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 96 99 102 105 108 110 113 115 118 123 126
48452;0;2 5 9 12 15 18 19 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48453;0;3 6 9 12 15 18 19 24 27 30 33 36 38 41 43 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
48454;1;1 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 119 121 126
48455;0;3 6 9 12 15 18 20 22 25 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
48456;0;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 92 94 98 100 105 108 111 114 117 120 123 126
48457;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 46 49 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
48458;0;1 4 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 110 112 116 120 123 126
48459;0;1 6 9 12 15 18 20 24 27 30 33 36 37 41 43 46 51 54 57 60 63 66 69 72 74 77 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48460;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 43 48 51 54 55 59 61 65 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48461;2;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 121 126
48462;1;2 4 8 10 13 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
48463;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 104 108 111 114 117 120 123 126
48464;0;2 5 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 73 77 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48465;0;2 5 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 109 113 117 120 123 126
48466;1;3 6 9 12 15 18 20 23 25 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
48467;0;2 6 9 12 15 18 19 22 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48468;0;3 6 9 12 15 18 19 23 26 29 31 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
48469;1;1 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 97 101 105 108 109 114 117 120 123 126
48470;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 59 61 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
48471;0;2 6 9 12 15 18 19 23 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
48472;2;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 83 87 90 91 96 99 102 105 108 109 114 117 120 123 126
48473;0;1 5 7 10 14 18 20 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
48474;1;2 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 49 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
48475;0;3 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 112 116 120 123 126
48476;0;1 5 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 113 117 120 123 126
48477;0;1 5 9 12 15 18 20 23 25 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
48478;1;1 4 9 12 15 18 20 23 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
